,test_id,m,n,jit_coef,picked_depth,halving_depth,d,c0,c2
344,1,1000,10,1,0,5,6.907755279,0.57979342,0.86237612
345,1,1000,10,3,5,9,6.907755279,0.57979342,1.552277016
346,1,2000,20,0,3,12,7.60090246,0.334768508,1.792283282
347,1,2000,20,1,6,14,7.60090246,0.334768508,2.090997163
348,1,2000,20,3,4,7,7.60090246,0.334768508,1.045498581
349,2,200,2,0,24,2,52.98317367,45.67515071,0.021893743
350,2,200,2,1,23,,52.98317367,45.67515071,0
351,2,200,2,3,12,3,52.98317367,45.67515071,0.032840614
352,2,500,5,0,17,10,62.14608098,22.29072719,0.089723408
353,2,500,5,1,0,9,62.14608098,22.29072719,0.080751067
354,2,500,5,3,12,4,62.14608098,22.29072719,0.035889363
355,2,1000,10,0,22,4,69.07755279,12.70568948,0.031481959
356,2,1000,10,1,15,,69.07755279,12.70568948,0
357,2,1000,10,3,15,9,69.07755279,12.70568948,0.070834409
358,2,2000,20,0,23,,76.0090246,7.148136308,0
359,2,2000,20,1,4,,76.0090246,7.148136308,0
360,2,2000,20,3,25,,76.0090246,7.148136308,0
361,1,200,2,0,0,3,5.298317367,1.918356388,0.781919361
362,1,200,2,1,3,6,5.298317367,1.918356388,1.563838721
363,1,200,2,3,2,,5.298317367,1.918356388,0
364,1,500,5,0,0,6,6.214608098,0.986151099,1.216852064
365,1,500,5,1,0,6,6.214608098,0.986151099,1.216852064
366,1,500,5,3,3,4,6.214608098,0.986151099,0.811234709
367,1,1000,10,0,1,7,6.907755279,0.57979342,1.207326568
368,1,1000,10,1,3,4,6.907755279,0.57979342,0.689900896
369,1,1000,10,3,3,5,6.907755279,0.57979342,0.86237612
370,1,2000,20,0,2,8,7.60090246,0.334768508,1.194855522
371,1,2000,20,1,3,,7.60090246,0.334768508,0
372,1,2000,20,3,2,1,7.60090246,0.334768508,0.14935694
373,2,200,2,0,7,2,52.98317367,45.67515071,0.021893743
374,2,200,2,1,4,,52.98317367,45.67515071,0
375,2,200,2,3,25,1,52.98317367,45.67515071,0.010946871
376,2,500,5,0,22,5,62.14608098,22.29072719,0.044861704
377,2,500,5,1,23,,62.14608098,22.29072719,0
378,2,500,5,3,25,,62.14608098,22.29072719,0
379,2,1000,10,0,11,7,69.07755279,12.70568948,0.055093429
380,2,1000,10,1,13,8,69.07755279,12.70568948,0.062963919
381,2,1000,10,3,12,11,69.07755279,12.70568948,0.086575388
382,2,2000,20,0,4,,76.0090246,7.148136308,0
383,2,2000,20,1,4,8,76.0090246,7.148136308,0.055958642
384,2,2000,20,3,14,,76.0090246,7.148136308,0
385,1,200,2,0,1,2,5.298317367,1.918356388,0.521279574
386,1,200,2,1,3,3,5.298317367,1.918356388,0.781919361
387,1,200,2,3,0,2,5.298317367,1.918356388,0.521279574
388,1,500,5,0,4,2,6.214608098,0.986151099,0.405617355
389,1,500,5,1,2,6,6.214608098,0.986151099,1.216852064
390,1,500,5,3,1,,6.214608098,0.986151099,0
391,1,1000,10,0,4,5,6.907755279,0.57979342,0.86237612
392,1,1000,10,1,2,4,6.907755279,0.57979342,0.689900896
393,1,1000,10,3,5,7,6.907755279,0.57979342,1.207326568
394,1,2000,20,0,3,10,7.60090246,0.334768508,1.493569402
395,1,2000,20,1,6,,7.60090246,0.334768508,0
396,1,2000,20,3,1,7,7.60090246,0.334768508,1.045498581
397,2,200,2,0,8,3,52.98317367,45.67515071,0.032840614
398,2,200,2,1,2,4,52.98317367,45.67515071,0.043787486
399,2,200,2,3,5,6,52.98317367,45.67515071,0.065681228
400,2,500,5,0,17,10,62.14608098,22.29072719,0.089723408
401,2,500,5,1,14,,62.14608098,22.29072719,0
402,2,500,5,3,0,4,62.14608098,22.29072719,0.035889363
403,2,1000,10,0,17,11,69.07755279,12.70568948,0.086575388
404,2,1000,10,1,17,7,69.07755279,12.70568948,0.055093429
405,2,1000,10,3,3,,69.07755279,12.70568948,0
406,2,2000,20,0,13,,76.0090246,7.148136308,0
407,2,2000,20,1,22,,76.0090246,7.148136308,0
408,2,2000,20,3,8,,76.0090246,7.148136308,0
409,1,200,2,0,1,2,5.298317367,1.918356388,0.521279574
410,1,200,2,1,3,2,5.298317367,1.918356388,0.521279574
411,1,200,2,3,0,4,5.298317367,1.918356388,1.042559147
412,1,500,5,0,4,5,6.214608098,0.986151099,1.014043386
413,1,500,5,1,2,7,6.214608098,0.986151099,1.419660741
414,1,500,5,3,1,3,6.214608098,0.986151099,0.608426032
415,1,1000,10,0,5,4,6.907755279,0.57979342,0.689900896
416,1,1000,10,1,2,5,6.907755279,0.57979342,0.86237612
417,1,1000,10,3,1,2,6.907755279,0.57979342,0.344950448
418,1,2000,20,0,6,11,7.60090246,0.334768508,1.642926342
419,1,2000,20,1,0,,7.60090246,0.334768508,0
420,1,2000,20,3,5,10,7.60090246,0.334768508,1.493569402
421,2,200,2,0,8,6,52.98317367,45.67515071,0.065681228
422,2,200,2,1,15,2,52.98317367,45.67515071,0.021893743
423,2,200,2,3,10,5,52.98317367,45.67515071,0.054734357
424,2,500,5,0,4,4,62.14608098,22.29072719,0.035889363
425,2,500,5,1,13,9,62.14608098,22.29072719,0.080751067
426,2,500,5,3,23,,62.14608098,22.29072719,0
427,2,1000,10,0,8,,69.07755279,12.70568948,0
428,2,1000,10,1,12,2,69.07755279,12.70568948,0.01574098
429,2,1000,10,3,6,1,69.07755279,12.70568948,0.00787049
430,2,2000,20,0,2,,76.0090246,7.148136308,0
431,2,2000,20,1,16,,76.0090246,7.148136308,0
432,2,2000,20,3,8,,76.0090246,7.148136308,0
433,1,200,2,0,2,2,5.298317367,1.918356388,0.521279574
434,1,200,2,1,0,5,5.298317367,1.918356388,1.303198934
435,1,200,2,3,3,2,5.298317367,1.918356388,0.521279574
436,1,500,5,0,2,3,6.214608098,0.986151099,0.608426032
437,1,500,5,1,4,4,6.214608098,0.986151099,0.811234709
438,1,500,5,3,3,2,6.214608098,0.986151099,0.405617355
439,1,1000,10,0,4,,6.907755279,0.57979342,0
440,1,1000,10,1,5,2,6.907755279,0.57979342,0.344950448
441,1,1000,10,3,2,7,6.907755279,0.57979342,1.207326568
442,1,2000,20,0,6,,7.60090246,0.334768508,0
443,1,2000,20,1,2,9,7.60090246,0.334768508,1.344212462
444,1,2000,20,3,5,,7.60090246,0.334768508,0
445,2,200,2,0,13,2,52.98317367,45.67515071,0.021893743
446,2,200,2,1,20,2,52.98317367,45.67515071,0.021893743
447,2,200,2,3,0,2,52.98317367,45.67515071,0.021893743
448,2,500,5,0,23,3,62.14608098,22.29072719,0.026917022
449,2,500,5,1,1,8,62.14608098,22.29072719,0.071778726
450,2,500,5,3,16,4,62.14608098,22.29072719,0.035889363
451,2,1000,10,0,1,,69.07755279,12.70568948,0
452,2,1000,10,1,21,,69.07755279,12.70568948,0
453,2,1000,10,3,16,10,69.07755279,12.70568948,0.078704898
454,2,2000,20,0,2,3,76.0090246,7.148136308,0.020984491
455,2,2000,20,1,18,,76.0090246,7.148136308,0
456,2,2000,20,3,3,,76.0090246,7.148136308,0
457,1,200,2,0,0,3,5.298317367,1.918356388,0.781919361
458,1,200,2,1,3,3,5.298317367,1.918356388,0.781919361
459,1,200,2,3,3,,5.298317367,1.918356388,0
460,1,500,5,0,1,4,6.214608098,0.986151099,0.811234709
461,1,500,5,1,2,5,6.214608098,0.986151099,1.014043386
462,1,500,5,3,2,6,6.214608098,0.986151099,1.216852064
463,1,1000,10,0,1,5,6.907755279,0.57979342,0.86237612
464,1,1000,10,1,4,5,6.907755279,0.57979342,0.86237612
465,1,1000,10,3,4,6,6.907755279,0.57979342,1.034851344
466,1,2000,20,0,3,2,7.60090246,0.334768508,0.29871388
467,1,2000,20,1,0,5,7.60090246,0.334768508,0.746784701
468,1,2000,20,3,7,12,7.60090246,0.334768508,1.792283282
469,2,200,2,0,11,4,52.98317367,45.67515071,0.043787486
470,2,200,2,1,10,1,52.98317367,45.67515071,0.010946871
471,2,200,2,3,17,3,52.98317367,45.67515071,0.032840614
472,2,500,5,0,21,2,62.14608098,22.29072719,0.017944682
473,2,500,5,1,10,,62.14608098,22.29072719,0
474,2,500,5,3,10,8,62.14608098,22.29072719,0.071778726
475,2,1000,10,0,23,1,69.07755279,12.70568948,0.00787049
476,2,1000,10,1,14,,69.07755279,12.70568948,0
477,2,1000,10,3,1,12,69.07755279,12.70568948,0.094445878
478,2,2000,20,0,18,,76.0090246,7.148136308,0
479,2,2000,20,1,3,,76.0090246,7.148136308,0
480,2,2000,20,3,7,3,76.0090246,7.148136308,0.020984491
